TRANS_NODE_NAME,LONGITUDE,LATITUDE
CNHKG,114.167519,22.246522
CNSHA,121.64364599999999,31.344022
CNSHK,113.86305800000001,22.559462
CNYTN,114.275347,22.5777
COBUN,-77.068433,3.875255
HKHKG,114.13970900000001,22.419915
ARENA,-58.35677,-34.627862
CAVAN,-123.103178,49.312003999999995
CLVAP,-71.62628199999999,-33.032394000000004
ESALG,-5.435793,36.138965999999996
FRFOS,4.885655,43.430234000000006
GRPIR,23.579622,37.954178000000006
LBBEY,35.540562,33.909259999999996
MATNG,-5.79,35.791
MTMLA,14.503927,35.901194
MXZLO,-104.305571,19.085960999999998
MYTPP,103.554633,1.362167
NZAKL,174.78561399999998,-36.844873
PAMIT,-79.68447876,9.874713898
PAONX,-79.88299,9.38979
PKQCT,67.12748,24.65178299
RTM,4.02998,51.975398999999996
SGSIN,104.0398865,1.3031409999999999
SIKOP,13.728527,44.72997971
ZADUR,31.172196999999997,-29.868304
JPNGO,136.847423,35.056571000000005
SHEKOU,113.89657199999999,22.457789000000002
VNSGN,107.333522,10.409313000000001
INBOM,72.820787,18.937777
ZMLUN,28.3228165,-15.3875259
HONGKONG,114.124481,22.24398
BEY,35.481891,33.819518
TWKEL,121.751663,25.146057
HKG,114.124481,22.24398
TRYAR,29.731014000000002,40.769338
CNCWN,113.882158,22.462409
CVRAI,-23.496489,14.909341
UYMVD,-56.212547,-34.903857
MELBOURNE,144.911116,-37.835954
IDJAK,106.881179,-6.119484
MALTA,14.42354,35.956719
PGLAE,146.594707,-6.4466849999999996
SBHIR,160.053743,-9.421916
SADMM,50.191041999999996,26.479906
BRMAN,-60.02955,-3.1372709999999997
ALDRZ,19.4526,41.316948
BNMUH,115.10831499999999,5.0915
EGPSD,32.301866,31.265289000000003
MACAS,-7.607741000000001,33.599299
THBKK,100.589653,13.580117999999999
QAHMD,51.613474,25.016735
ESBCN,-7.60354,33.604286
PHMAN,120.967396,14.584285000000001
CYLMS,33.018426,34.657071
FOS,4.834243,43.303233
PACCT,-79.890968,9.375367
EGEDK,29.793578000000004,31.123340999999996
PKKCT,67.32306700000001,24.829606
PHBAT,121.0436,13.75504
CMDLA,9.668861999999999,4.027768
BZBZE,-76.8293,17.977304
BJCOO,2.414607,6.377862
NLRTM,4.6026739999999995,51.90936
SVAQJ,-89.839556,13.581498000000002
SCPOV,55.462547,-4.6168379999999996
VAN,-130.3208187,54.31703670000001
SLFRE,-13.231722,8.465676
KRICH,126.62145100000001,37.461975
THLKB,100.710983,13.721708999999999
PKKHI,66.96804,24.865576
LYBEN,20.065502,32.118763
BRSSZ,-46.28402,-23.954513000000002
SESTO,18.073325,59.330968999999996
MAKASSAR,119.43271599999999,-5.138647
PHMNL,120.972872,14.603682999999998
JAKARTA,107.086487,-6.2874870000000005
BAR,19.089904,42.091211
INMAA,80.282252,13.066265
TZDAR,39.287453,-6.825322
CLSAI,-71.609932,-33.578213
TNTUN,-5.539515,35.86311
JPTYO,139.792252,35.616509
CNTAO,120.29823300000001,36.061589
CLIQQ,-70.13894499999999,-20.211789000000003
HUNGARY,14.455082999999998,45.319283
DOSDQ,-69.885436,18.475703
CVMIN,-24.996563000000002,16.889605
UAODS,30.805767,46.556334
MZMPM,32.557396999999995,-25.954165
LYTIP,13.181617000000001,32.886587
CHZRH,4.0039,51.955784
CIABJ,-4.0041199999999995,5.305333
VNHPH,106.88476100000001,20.826537
NICIO,-87.173034,12.487145
AAR,10.625356,56.308941000000004
INMUN,69.716318,22.750144
SADAM,50.191041999999996,26.479906
PHDAV,125.662295,7.126930000000001
UAIEV,30.520358,50.478557
SHA,122.04369399999999,30.630616999999997
YANTIAN,114.275347,22.5777
LKCMB,79.891802,6.984864999999999
CNDCB,113.8702,22.538085
AUBNE,153.164629,-27.383267
FRLEH,0.14314300000000002,49.490140000000004
JOAQJ,35.012059,29.536566999999998
BDCGP,91.79332099999999,22.304439000000002
AUSYD,151.216812,-33.967731
PHMNS,120.96589499999999,14.585095
AOLAD,13.245285,-8.808546
LTKLJ,21.149812,55.696856999999994
QADOH,51.538826,25.294353
VNDAN,108.241134,16.106694
IQUQR,47.949829,30.021395000000002
CMKBI,9.806216000000001,2.739002
AQABA,34.976427,29.469949
IDJKT,106.881179,-6.019483999999999
VNHPG,106.88476100000001,20.026537
SZX,113.813896,22.637145
SAJED,39.163233,21.470979999999997
SARUH,51.630371000000004,25.018195000000002
FJSUV,178.43659499999998,-18.136535000000002
CNNSA,113.653433,22.694213
MANAUS,-59.988448999999996,-3.164533
JPFUK,130.505929,33.842612
EGALY,34.645668,31.834
DOCAU,-69.638318,18.425821
PECLL,-77.13264699999999,-12.030142999999999
MYPEN,100.37419399999999,5.429403
JMKIN,-76.823215,17.982179000000002
MYPKG,101.361204,2.75055
TRIZT,29.742889,40.760616
CMKRI,9.9101915,2.9405941
CAHAL,-63.562734,44.636089
INNSA,72.93839,18.936253
ZACPT,18.429126,-33.911309
KEMBA,96.469376,5.828483
HRRJK,14.440479000000002,45.323482
EGPSE,32.30525,31.258782
CLSAN,-71.609932,-33.578213
TOKYO,139.691706,35.689487
EGYPT,32.352676,31.201216
ESVAL,-0.21587800000000001,39.460366
AUMEL,144.90829499999998,-37.835954
VELAG,-66.946993,10.599533000000001
MAPTM,-5.49782,35.898452
JPOSA,135.421044,34.717673
ABIDJAN,-4.00494,5.282197
BNMUA,115.06563700000001,5.01889
VNDAD,108.21763100000001,16.120302
MXLZC,-102.172503,17.936756
INCCU,88.34827,22.533051999999998
RUVVO,131.882303,43.114035
RUNVS,37.789794,44.701908
USLAX,-118.25758400000001,33.76173
ECGYE,-79.90301,-2.261349
KOP,13.730188,45.548059
DEHAM,114.118179,22.347828
BELAWAN,98.71,3.79
ROCON,28.646673999999997,44.158648
OMSLL,114.11731699999999,22.332905
PHCEB,123.87475,10.283164
PTLIS,-9.166323,38.711859999999994
THLCH,100.88608,13.079153
GBFXT,1.313896,51.963177
PIR,23.646983,37.942986
MUPLU,57.496988,-20.148059
ARBUE,-58.368230000000004,-34.595989
NAWVB,14.529515,-22.928144
KHKOS,105.11166399999999,8.592786
OMSOH,56.737261,24.367309
MMRGN,144.362061,-38.1049
GBSOU,-1.451292,50.90419
IDSUB,112.73161699999999,-7.221265
BHBAH,50.71859,26.185392
ROCND,28.750284000000004,44.152504
KRINC,126.626175,37.401819
ESVLC,-0.320304,39.44227
NGAPP,3.179595,6.309741000000001
PHMNN,120.958335,14.602475
PHBTG,120.224625,22.610775
HTPAP,-72.343111,18.561367999999998
NLROT,3.9906050000000004,51.958119
AEJEA,55.04979,25.022073000000002
GHTEM,0.010413,5.651612
GTPRQ,-90.787534,13.940551999999999
PHDVO,125.71273400000001,7.292288
BLANTYRE,39.295612,-6.8377300000000005
UAILK,30.659846999999996,46.332671999999995
YTN,114.236875,22.556499
RJK,14.769439000000002,45.629417
DEBRE,8.522385,53.589893000000004
BU,-58.3,-34.2
JPHKT,130.410986,33.650845000000004
DZALG,3.063843,36.776145
CRLIO,-83.024407,9.997391
ITGOA,8.915389999999999,44.409585
HON,114.101197,22.332672
SNDKR,-17.42107,14.675702
GMBJL,-16.572062,13.446323000000001
TTPOS,-61.512151,10.642862
PKBQM,67.23172,24.770812
HRRIJ,14.424660000000001,45.329568
PACOL,-79.888336,9.356716
KWKWI,48.155526,29.043698
TWKHH,120.29163799999999,22.621716
EGSUZ,32.567452,29.937734000000003
PACFZ,-79.908714,9.356629
FALADIE,-4.013923,5.282845
HONG KONG_HONG KONG,114.13970900000001,22.419915
ZAKHO_IRAQ,35.53125,33.90625
REREU,55.33299399999999,-20.928494
MYPKE,101.320704,2.948979
NDJAMENA,9.859375,2.726562
NOOSL,10.405854,59.534854
GABORONE,31.009876000000002,-29.874481
GNCKY,-13.703026999999999,9.507812
PFPPT,-149.576772,-17.532439
EGPSA,32.301016,31.282317
AEAUH,54.37347,24.516275
ANPHI,-63.047714,18.028702
BRNVT,-48.669239000000005,-26.895508000000003
BRPNG,-48.500838,-25.517083
BRRIO,-43.17053,-22.917781
CGPNR,11.830525999999999,-4.784873
CNNBG,122.058225,29.892646999999997
CNSGH,121.49798999999999,31.241642
CNXAM,118.053798,24.460879000000002
COCTG,-75.52356999999999,10.399737
DOHAI,-70.016899,18.421619
EGSUE,32.567865000000005,29.937802
FRMRS,5.361172,43.310719
GALBV,9.499766000000001,0.287175
GPPTP,-61.547753,16.246353
GTIZ4,-88.61185400000001,15.696451999999999
HNPCR,-87.935569,15.8263
ITSPE,9.84304,44.10761
KRPUS,128.759028,35.08325
PABLB,-79.54804,8.946497
TGLFW,1.274433,6.136606
VNVUT,107.078497,10.394772999999999
TRCKZ,26.404093,40.15404
MYLPK,101.358885,3.041457
TFLFW,70.201886,-49.357575
MRNKC,-16.023557,18.026564
RELPT,55.31156,-20.945823999999998
INCOC,76.251649,9.978665
AEKFA,56.354369999999996,25.336423999999997
EGDAM,31.76585,31.453985999999997
TWTPE,121.389283,25.152707
PKLHE,74.236335,31.46262
ITTRS,13.760304999999999,45.651125
HARARE,31.045121,-17.865437
CNQIN,120.20965600000001,36.020225
MBABANE,31.116887,-29.611321999999998
ESLPA,-15.418054999999999,28.146990999999996
INBLR,77.564136,8.096503
IEDUB,-6.199016,53.345724
SAJUB,49.672984,27.01875
TGFLW,1.278569,6.1372160000000004
CUMAR,-82.754642,22.995645
SIHANOUKVILLE_CAMBODIA,-0.386592,0.831116
HAM,9.995763,53.631133
NZTRG,176.138358,-37.630203
DEBRV,8.580942,53.539584
CRPLI,-83.041508,9.991311
GQBSG,9.753585000000001,1.8401720000000001
TRIST,28.98814,41.036481
MXESE,-116.62988,31.851345000000002
YTLON,45.167177,-12.725498
SLFNA,-13.232303,8.489542
ERMSW,39.474649,15.619772
MRNOU,-15.958236999999999,18.073529999999998
PAPAN,-79.53540500000001,8.958647000000001
NGTIN,3.3560550000000005,6.433161900000001
BEZEE,3.2118700000000002,51.330397
TRCAN,26.40052,40.150495
ISREY,-21.938826000000002,64.149018
IZMIT_TURKEY,0.831116,-0.386592
PYASU,-57.52335600000001,-25.225965
PORT KLANG_MALAYSIA,-0.386592,0.831116
JALALABAD,70.497566,34.396725
GQSSG,8.784953999999999,3.7511330000000003
CRKBI,9.906216,2.939002
PGPOM,147.14191599999998,-9.450242
OMSAL,54.11075,17.019384
MEBAR,19.084827999999998,42.088977
BOGOTA,-74.143677,4.700564
SRPBO,-55.160752,5.820976
IDSRG,110.42323700000001,-6.942514
CVPRA,-23.501379999999997,14.912567999999998
NAHA_JAPAN,127.68136399999999,26.219754
KWSWK,47.919944,29.345684000000002
TRAMR,28.669266999999998,40.989325
SCVIC,55.462547,-4.6168379999999996
IQISU,45.476189,35.603928
GWOXB,-15.574836,11.864158999999999
LYMRA,15.213318,32.363723
SOBER,45.01399,10.434794
KMMUT,44.392846999999996,-12.1668
TRTEK,27.510109000000003,40.977436
SINGAPORE_SINGAPORE,0.831116,-0.386592
BEANR,4.361672,51.224946
IDBLW,98.689071,3.7851589999999997
POINTE NOIRE_CONGO,0.831116,-0.386592
SKBTS,17.143092000000003,48.152712
KATI,-17.434224,14.697166000000001
KENBO,36.929846000000005,-1.325971
ALEXANDRIA,0.831116,-0.386592
RWKGL,30.101640000000003,-1.9683830000000002
ILASH,34.649693,31.832021
SKBUS,129.05366899999999,35.123412
TRMER,34.629573,36.806591
DJJIB,43.141337,11.605914
NZNPE,176.90253700000002,-39.49357
CNXMN,118.13186599999999,24.503395
CALLAO_PERU,0.831116,-0.386592
RUNOV,37.784678,44.731095
HNTGU,-88.614405,15.695357000000001
GEPTI,41.657559,42.157565999999996
SOBBO,45.012203,10.427424
SINGAPORE,0.831116,-0.386592
MGVOH,50.006346,-13.354598999999999
SAKAC,39.088623,22.526035999999998
LONGONI,45.167177,-12.725498
DKCPH,12.565448,55.663495
HNSLO,-87.41982900000001,13.394997
TOTBU,-175.183605,-21.143794
NZWLG,174.783146,-41.133914000000004
UAYUZ,31.017494,46.627866999999995
GYGEO,-58.161689,6.804906
TRKOR,29.756378,40.771003
MYWSP,101.392212,2.9977549999999997
COLON CONTAINER TERMINAL,-79.863599,9.358666
PLGDN,18.688604,54.391954000000005
BHKBS,50.618965,26.215183000000003
PKPCT,67.056352,24.789875
CDFIH,15.328674,-4.31406
SOMGQ,45.329531,2.020956
ROTTERDAM_NETHERLANDS,0.831116,-0.386592
MYPGU,103.902799,1.434944
REPDG,55.313671,-20.930269
VUVLI,168.320504,-17.746235000000002
LVRIX,24.094715,56.959247999999995
CDFBM,27.609671999999996,-11.560917
LRMLW,-10.793387,6.318373
MVMLE,73.537678,4.2199
MTMAR,14.545074,35.837744
PAMAN,-79.882856,9.361846
KEMOM,39.668206,-4.043476999999999
KMYVA,43.246986,-11.707512
ILHFA,35.011745,32.81766
MGTMM,49.425022999999996,-18.156641
ARRAZ,-70.13894499999999,-20.211789000000003
CNNGB,121.548309,29.848245000000002
ESALC,-0.49141899999999994,38.34585
BSNAS,-77.330586,25.067444000000002
QINGDAO_CHINA,0.831116,-0.386592
LBKYE,35.825653,34.45695
ASUNCION,-57.51418100000001,-25.242289000000003
KAMPALA,0.831116,-0.386592
DURBAN,0.831116,-0.386592
GETBS,45.016259000000005,41.845446
ITBRI,16.89724,41.159867999999996
MANZANILLO_PANAMA,-79.882856,9.361846
KNBAS,-62.709036,17.293943
BRRIG,-52.109587,-32.110987
COLON FREE TRADE ZONE,-79.863599,9.358666
GRSKG,22.916251000000003,40.635704
GOTHENBURG_SWEDEN,11.952784,57.705189000000004
CYFMG,33.642386,34.923437
TEGUCIGALPA,-87.190422,14.088692000000002
BOSRZ,-63.271640000000005,-17.730093
PABAL,-79.566958,8.961348
CLARI,-70.317264,-18.479529
CDGOM,29.23896,-1.6709060000000002
DAR ES SALAAM_TANZANIA,0.831116,-0.386592
INVTZ,83.218482,17.686816
PHSPS,120.21088400000001,14.817848000000001
MYKUC,110.450324,1.61426
DAMMAM,50.191041999999996,26.479906
CWWIL,-68.945045,12.168691
MODJO_ETHIOPIA,-0.386592,0.831116
